  Yr, Mn,    Date,      Date2,     CO2,seasonally adjusted CO2,fit,  seasonally adjusted fit,      CO2 filled, seasonally adjusted filled,Dataset,, The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant ,
1995,9,34957,1995.7068,358.05,361.32,358.03,361.31,358.05,361.32,MLO,,,
1995,10,34987,1995.789,357.76,361.14,358.09,361.47,357.76,361.14,MLO,,,
1995,11,35018,1995.874,359.56,361.69,359.52,361.63,359.56,361.69,MLO,,,
1995,12,35048,1995.9562,360.7,361.58,360.92,361.78,360.7,361.58,MLO,,,
1996,1,35079,1996.041,362.05,362.02,361.97,361.94,362.05,362.02,MLO,,,
1996,2,35110,1996.1257,363.24,362.55,362.79,362.08,363.24,362.55,MLO,,,
1996,3,35139,1996.2049,364.02,362.54,363.71,362.21,364.02,362.54,MLO,,,
1996,4,35170,1996.2896,364.71,362.06,365.01,362.34,364.71,362.06,MLO,,,
1996,5,35200,1996.3716,365.41,362.23,365.63,362.45,365.41,362.23,MLO,,,
1996,6,35231,1996.4563,364.97,362.59,364.92,362.56,364.97,362.59,MLO,,,
1996,7,35261,1996.5383,363.65,362.9,363.38,362.66,363.65,362.9,MLO,,,
1996,8,35292,1996.623,361.48,362.93,361.26,362.75,361.48,362.93,MLO,,,
1996,9,35323,1996.7077,359.45,362.73,359.53,362.83,359.45,362.73,MLO,,,
1996,10,35353,1996.7896,359.61,363,359.53,362.91,359.61,363,MLO,,,
1996,11,35384,1996.8743,360.76,362.89,360.88,362.99,360.76,362.89,MLO,,,
1996,12,35414,1996.9563,362.33,363.21,362.2,363.07,362.33,363.21,MLO,,,
1997,1,35445,1997.0411,363.18,363.16,363.18,363.15,363.18,363.16,MLO,,,
1997,2,35476,1997.126,363.99,363.3,363.94,363.23,363.99,363.3,MLO,,,
1997,3,35504,1997.2027,364.56,363.1,364.79,363.31,364.56,363.1,MLO,,,
1997,4,35535,1997.2877,366.36,363.71,366.08,363.42,366.36,363.71,MLO,,,
1997,5,35565,1997.3699,366.8,363.61,366.72,363.53,366.8,363.61,MLO,,,
1997,6,35596,1997.4548,365.63,363.21,366.06,363.66,365.63,363.21,MLO,,,
1997,7,35626,1997.537,364.47,363.68,364.57,363.81,364.47,363.68,MLO,,,
1997,8,35657,1997.6219,362.5,363.93,362.53,363.99,362.5,363.93,MLO,,,
1997,9,35688,1997.7068,360.19,363.47,360.89,364.19,360.19,363.47,MLO,,,
1997,10,35718,1997.789,360.77,364.18,361.01,364.41,360.77,364.18,MLO,,,
1997,11,35749,1997.874,362.43,364.57,362.53,364.65,362.43,364.57,MLO,,,
1997,12,35779,1997.9562,364.28,365.16,364.04,364.91,364.28,365.16,MLO,,,
1998,1,35810,1998.0411,365.33,365.3,365.22,365.18,365.33,365.3,MLO,,,
1998,2,35841,1998.126,366.15,365.45,366.16,365.45,366.15,365.45,MLO,,,
1998,3,35869,1998.2027,367.31,365.85,367.19,365.7,367.31,365.85,MLO,,,
1998,4,35900,1998.2877,368.61,365.96,368.65,365.98,368.61,365.96,MLO,,,
1998,5,35930,1998.3699,369.3,366.1,369.44,366.24,369.3,366.1,MLO,,,
1998,6,35961,1998.4548,368.88,366.45,368.91,366.51,368.88,366.45,MLO,,,
1998,7,35991,1998.537,367.64,366.85,367.51,366.75,367.64,366.85,MLO,,,
1998,8,36022,1998.6219,365.78,367.21,365.52,366.99,365.78,367.21,MLO,,,
1998,9,36053,1998.7068,363.9,367.2,363.89,367.21,363.9,367.2,MLO,,,
1998,10,36083,1998.789,364.23,367.65,363.99,367.4,364.23,367.65,MLO,,,
1998,11,36114,1998.874,365.46,367.61,365.45,367.58,365.46,367.61,MLO,,,
1998,12,36144,1998.9562,366.97,367.86,366.85,367.72,366.97,367.86,MLO,,,
1999,1,36175,1999.0411,368.15,368.13,367.9,367.86,368.15,368.13,MLO,,,
1999,2,36206,1999.126,368.87,368.17,368.68,367.97,368.87,368.17,MLO,,,
1999,3,36234,1999.2027,369.59,368.12,369.54,368.05,369.59,368.12,MLO,,,
1999,4,36265,1999.2877,371.14,368.48,370.81,368.13,371.14,368.48,MLO,,,
1999,5,36295,1999.3699,371,367.79,371.41,368.2,371,367.79,MLO,,,
1999,6,36326,1999.4548,370.35,367.92,370.67,368.26,370.35,367.92,MLO,,,
1999,7,36356,1999.537,369.27,368.48,369.09,368.33,369.27,368.48,MLO,,,
1999,8,36387,1999.6219,366.93,368.37,366.93,368.4,366.93,368.37,MLO,,,
1999,9,36418,1999.7068,364.63,367.94,365.15,368.47,364.63,367.94,MLO,,,
1999,10,36448,1999.789,365.13,368.56,365.14,368.55,365.13,368.56,MLO,,,
1999,11,36479,1999.874,366.68,368.83,366.51,368.64,366.68,368.83,MLO,,,
1999,12,36509,1999.9562,368,368.9,367.85,368.72,368,368.9,MLO,,,
2000,1,36540,2000.041,369.14,369.11,368.85,368.82,369.14,369.11,MLO,,,
2000,2,36571,2000.1257,369.46,368.76,369.62,368.91,369.46,368.76,MLO,,,
2000,3,36600,2000.2049,370.51,369.01,370.52,369,370.51,369.01,MLO,,,
2000,4,36631,2000.2896,371.66,368.97,371.82,369.11,371.66,368.97,MLO,,,
2000,5,36661,2000.3716,371.83,368.6,372.45,369.23,371.83,368.6,MLO,,,
2000,6,36692,2000.4563,371.69,369.28,371.75,369.36,371.69,369.28,MLO,,,
2000,7,36722,2000.5383,370.12,369.35,370.23,369.5,370.12,369.35,MLO,,,
2000,8,36753,2000.623,368.12,369.59,368.14,369.64,368.12,369.59,MLO,,,
2000,9,36784,2000.7077,366.62,369.95,366.45,369.79,366.62,369.95,MLO,,,
2000,10,36814,2000.7896,366.73,370.17,366.51,369.94,366.73,370.17,MLO,,,
2000,11,36845,2000.8743,368.29,370.45,367.94,370.08,368.29,370.45,MLO,,,
2000,12,36875,2000.9563,369.53,370.42,369.33,370.21,369.53,370.42,MLO,,,
2001,1,36906,2001.0411,370.28,370.26,370.37,370.33,370.28,370.26,MLO,,,
2001,2,36937,2001.126,371.5,370.79,371.17,370.45,371.5,370.79,MLO,,,
2001,3,36965,2001.2027,372.12,370.64,372.05,370.56,372.12,370.64,MLO,,,
2001,4,36996,2001.2877,372.86,370.19,373.37,370.67,372.86,370.19,MLO,,,
2001,5,37026,2001.3699,374.02,370.78,374.02,370.79,374.02,370.78,MLO,,,
2001,6,37057,2001.4548,373.31,370.86,373.34,370.92,373.31,370.86,MLO,,,
2001,7,37087,2001.537,371.62,370.82,371.82,371.05,371.62,370.82,MLO,,,
2001,8,37118,2001.6219,369.55,371,369.71,371.2,369.55,371,MLO,,,
2001,9,37149,2001.7068,367.96,371.29,368.01,371.35,367.96,371.29,MLO,,,
2001,10,37179,2001.789,368.1,371.55,368.07,371.51,368.1,371.55,MLO,,,
2001,11,37210,2001.874,369.68,371.85,369.52,371.67,369.68,371.85,MLO,,,
2001,12,37240,2001.9562,371.24,372.13,370.95,371.83,371.24,372.13,MLO,,,
2002,1,37271,2002.0411,372.44,372.41,372.04,372,372.44,372.41,MLO,,,
2002,2,37302,2002.126,373.08,372.38,372.89,372.17,373.08,372.38,MLO,,,
2002,3,37330,2002.2027,373.52,372.03,373.83,372.33,373.52,372.03,MLO,,,
2002,4,37361,2002.2877,374.86,372.17,375.22,372.52,374.86,372.17,MLO,,,
2002,5,37391,2002.3699,375.55,372.31,375.95,372.71,375.55,372.31,MLO,,,
2002,6,37422,2002.4548,375.4,372.95,375.35,372.92,375.4,372.95,MLO,,,
2002,7,37452,2002.537,374.02,373.22,373.9,373.13,374.02,373.22,MLO,,,
2002,8,37483,2002.6219,371.49,372.94,371.87,373.36,371.49,372.94,MLO,,,
2002,9,37514,2002.7068,370.7,374.04,370.24,373.6,370.7,374.04,MLO,,,
2002,10,37544,2002.789,370.25,373.71,370.37,373.82,370.25,373.71,MLO,,,
2002,11,37575,2002.874,372.08,374.26,371.91,374.06,372.08,374.26,MLO,,,
2002,12,37605,2002.9562,373.78,374.68,373.4,374.28,373.78,374.68,MLO,,,
2003,1,37636,2003.0411,374.68,374.65,374.55,374.51,374.68,374.65,MLO,,,
2003,2,37667,2003.126,375.62,374.91,375.45,374.72,375.62,374.91,MLO,,,
2003,3,37695,2003.2027,376.11,374.62,376.42,374.92,376.11,374.62,MLO,,,
2003,4,37726,2003.2877,377.65,374.95,377.84,375.13,377.65,374.95,MLO,,,
2003,5,37756,2003.3699,378.35,375.1,378.58,375.33,378.35,375.1,MLO,,,
2003,6,37787,2003.4548,378.13,375.66,377.98,375.53,378.13,375.66,MLO,,,
2003,7,37817,2003.537,376.61,375.8,376.5,375.73,376.61,375.8,MLO,,,
2003,8,37848,2003.6219,374.48,375.94,374.43,375.92,374.48,375.94,MLO,,,
2003,9,37879,2003.7068,372.98,376.33,372.73,376.1,372.98,376.33,MLO,,,
2003,10,37909,2003.789,373,376.48,372.8,376.27,373,376.48,MLO,,,
2003,11,37940,2003.874,374.35,376.53,374.27,376.43,374.35,376.53,MLO,,,
2003,12,37970,2003.9562,375.69,376.59,375.69,376.57,375.69,376.59,MLO,,,
2004,1,38001,2004.041,376.79,376.76,376.75,376.71,376.79,376.76,MLO,,,
2004,2,38032,2004.1257,377.36,376.65,377.56,376.84,377.36,376.65,MLO,,,
2004,3,38061,2004.2049,378.39,376.87,378.5,376.96,378.39,376.87,MLO,,,
2004,4,38092,2004.2896,380.5,377.77,379.82,377.08,380.5,377.77,MLO,,,
2004,5,38122,2004.3716,380.62,377.35,380.45,377.19,380.62,377.35,MLO,,,
2004,6,38153,2004.4563,379.55,377.1,379.73,377.3,379.55,377.1,MLO,,,
2004,7,38183,2004.5383,377.76,376.99,378.16,377.42,377.76,376.99,MLO,,,
2004,8,38214,2004.623,375.84,377.32,376.03,377.56,375.84,377.32,MLO,,,
2004,9,38245,2004.7077,374.05,377.42,374.32,377.71,374.05,377.42,MLO,,,
2004,10,38275,2004.7896,374.22,377.7,374.4,377.87,374.22,377.7,MLO,,,
2004,11,38306,2004.8743,375.84,378.03,375.89,378.05,375.84,378.03,MLO,,,
2004,12,38336,2004.9563,377.44,378.35,377.35,378.24,377.44,378.35,MLO,,,
2005,1,38367,2005.0411,378.34,378.31,378.48,378.44,378.34,378.31,MLO,,,
2005,2,38398,2005.126,379.61,378.9,379.38,378.66,379.61,378.9,MLO,,,
2005,3,38426,2005.2027,380.07,378.58,380.37,378.85,380.07,378.58,MLO,,,
2005,4,38457,2005.2877,382.05,379.33,381.8,379.07,382.05,379.33,MLO,,,
2005,5,38487,2005.3699,382.24,378.96,382.56,379.29,382.24,378.96,MLO,,,
2005,6,38518,2005.4548,382.08,379.6,381.97,379.51,382.08,379.6,MLO,,,
2005,7,38548,2005.537,380.67,379.86,380.49,379.72,380.67,379.86,MLO,,,
2005,8,38579,2005.6219,378.67,380.13,378.43,379.94,378.67,380.13,MLO,,,
2005,9,38610,2005.7068,376.42,379.79,376.76,380.15,376.42,379.79,MLO,,,
2005,10,38640,2005.789,376.8,380.3,376.86,380.35,376.8,380.3,MLO,,,
2005,11,38671,2005.874,378.31,380.51,378.37,380.55,378.31,380.51,MLO,,,
2005,12,38701,2005.9562,379.96,380.87,379.84,380.73,379.96,380.87,MLO,,,
2006,1,38732,2006.0411,381.37,381.34,380.95,380.91,381.37,381.34,MLO,,,
2006,2,38763,2006.126,382.02,381.3,381.81,381.08,382.02,381.3,MLO,,,
2006,3,38791,2006.2027,382.56,381.06,382.75,381.23,382.56,381.06,MLO,,,
2006,4,38822,2006.2877,384.37,381.64,384.13,381.38,384.37,381.64,MLO,,,
2006,5,38852,2006.3699,384.92,381.63,384.82,381.53,384.92,381.63,MLO,,,
2006,6,38883,2006.4548,384.03,381.54,384.14,381.68,384.03,381.54,MLO,,,
2006,7,38913,2006.537,382.28,381.47,382.59,381.82,382.28,381.47,MLO,,,
2006,8,38944,2006.6219,380.48,381.94,380.46,381.97,380.48,381.94,MLO,,,
2006,9,38975,2006.7068,378.81,382.19,378.72,382.12,378.81,382.19,MLO,,,
2006,10,39005,2006.789,379.06,382.57,378.77,382.26,379.06,382.57,MLO,,,
2006,11,39036,2006.874,380.14,382.35,380.23,382.41,380.14,382.35,MLO,,,
2006,12,39066,2006.9562,381.66,382.57,381.67,382.56,381.66,382.57,MLO,,,
2007,1,39097,2007.0411,382.58,382.56,382.75,382.71,382.58,382.56,MLO,,,
2007,2,39128,2007.126,383.71,382.99,383.6,382.86,383.71,382.99,MLO,,,
2007,3,39156,2007.2027,384.34,382.83,384.53,383.01,384.34,382.83,MLO,,,
2007,4,39187,2007.2877,386.23,383.5,385.91,383.17,386.23,383.5,MLO,,,
2007,5,39217,2007.3699,386.41,383.11,386.62,383.32,386.41,383.11,MLO,,,
2007,6,39248,2007.4548,385.87,383.38,385.96,383.48,385.87,383.38,MLO,,,
2007,7,39278,2007.537,384.45,383.63,384.42,383.64,384.45,383.63,MLO,,,
2007,8,39309,2007.6219,381.84,383.32,382.3,383.81,381.84,383.32,MLO,,,
2007,9,39340,2007.7068,380.86,384.26,380.56,383.98,380.86,384.26,MLO,,,
2007,10,39370,2007.789,380.86,384.38,380.63,384.13,380.86,384.38,MLO,,,
2007,11,39401,2007.874,382.36,384.57,382.1,384.29,382.36,384.57,MLO,,,
2007,12,39431,2007.9562,383.61,384.53,383.54,384.44,383.61,384.53,MLO,,,
2008,1,39462,2008.041,385.07,385.04,384.62,384.58,385.07,385.04,MLO,,,
2008,2,39493,2008.1257,385.84,385.12,385.46,384.73,385.84,385.12,MLO,,,
2008,3,39522,2008.2049,385.83,384.29,386.42,384.86,385.83,384.29,MLO,,,
2008,4,39553,2008.2896,386.77,384,387.8,385.01,386.77,384,MLO,,,
2008,5,39583,2008.3716,388.51,385.2,388.48,385.17,388.51,385.2,MLO,,,
2008,6,39614,2008.4563,388.05,385.57,387.8,385.34,388.05,385.57,MLO,,,
2008,7,39644,2008.5383,386.25,385.47,386.26,385.51,386.25,385.47,MLO,,,
2008,8,39675,2008.623,384.09,385.59,384.13,385.68,384.09,385.59,MLO,,,
2008,9,39706,2008.7077,383.09,386.5,382.41,385.85,383.09,386.5,MLO,,,
2008,10,39736,2008.7896,382.78,386.3,382.49,386.01,382.78,386.3,MLO,,,
2008,11,39767,2008.8743,384.01,386.23,383.97,386.16,384.01,386.23,MLO,,,
2008,12,39797,2008.9563,385.11,386.02,385.41,386.31,385.11,386.02,MLO,,,
2009,1,39828,2009.0411,386.65,386.63,386.5,386.47,386.65,386.63,MLO,,,
2009,2,39859,2009.126,387.12,386.4,387.36,386.62,387.12,386.4,MLO,,,
2009,3,39887,2009.2027,388.51,387,388.3,386.76,388.51,387,MLO,,,
2009,4,39918,2009.2877,389.57,386.82,389.69,386.93,389.57,386.82,MLO,,,
2009,5,39948,2009.3699,390.17,386.84,390.41,387.09,390.17,386.84,MLO,,,
2009,6,39979,2009.4548,389.62,387.11,389.76,387.27,389.62,387.11,MLO,,,
2009,7,40009,2009.537,388.07,387.25,388.24,387.46,388.07,387.25,MLO,,,
2009,8,40040,2009.6219,386.08,387.57,386.14,387.66,386.08,387.57,MLO,,,
2009,9,40071,2009.7068,384.65,388.07,384.44,387.88,384.65,388.07,MLO,,,
2009,10,40101,2009.789,384.33,387.88,384.56,388.09,384.33,387.88,MLO,,,
2009,11,40132,2009.874,386.05,388.28,386.11,388.31,386.05,388.28,MLO,,,
2009,12,40162,2009.9562,387.49,388.41,387.63,388.53,387.49,388.41,MLO,,,
2010,1,40193,2010.0411,388.55,388.52,388.8,388.76,388.55,388.52,MLO,,,
2010,2,40224,2010.126,390.07,389.35,389.72,388.99,390.07,389.35,MLO,,,
2010,3,40252,2010.2027,391.01,389.49,390.72,389.18,391.01,389.49,MLO,,,
2010,4,40283,2010.2877,392.38,389.62,392.16,389.39,392.38,389.62,MLO,,,
2010,5,40313,2010.3699,393.22,389.89,392.91,389.58,393.22,389.89,MLO,,,
2010,6,40344,2010.4548,392.24,389.72,392.26,389.76,392.24,389.72,MLO,,,
2010,7,40374,2010.537,390.33,389.51,390.72,389.94,390.33,389.51,MLO,,,
2010,8,40405,2010.6219,388.52,390.01,388.58,390.11,388.52,390.01,MLO,,,
2010,9,40436,2010.7068,386.84,390.27,386.83,390.28,386.84,390.27,MLO,,,
2010,10,40466,2010.789,387.16,390.72,386.89,390.43,387.16,390.72,MLO,,,
2010,11,40497,2010.874,388.67,390.9,388.37,390.58,388.67,390.9,MLO,,,
2010,12,40527,2010.9562,389.81,390.73,389.81,390.71,389.81,390.73,MLO,,,
2011,1,40558,2011.0411,391.3,391.27,390.88,390.84,391.3,391.27,MLO,,,
2011,2,40589,2011.126,391.92,391.19,391.71,390.97,391.92,391.19,MLO,,,
2011,3,40617,2011.2027,392.45,390.93,392.63,391.08,392.45,390.93,MLO,,,
2011,4,40648,2011.2877,393.37,390.6,394,391.22,393.37,390.6,MLO,,,
2011,5,40678,2011.3699,394.28,390.94,394.7,391.36,394.28,390.94,MLO,,,
2011,6,40709,2011.4548,393.69,391.17,394.02,391.52,393.69,391.17,MLO,,,
2011,7,40739,2011.537,392.6,391.77,392.47,391.68,392.6,391.77,MLO,,,
2011,8,40770,2011.6219,390.21,391.7,390.33,391.86,390.21,391.7,MLO,,,
2011,9,40801,2011.7068,389,392.44,388.59,392.04,389,392.44,MLO,,,
2011,10,40831,2011.789,388.93,392.5,388.67,392.22,388.93,392.5,MLO,,,
2011,11,40862,2011.874,390.24,392.49,390.19,392.41,390.24,392.49,MLO,,,
2011,12,40892,2011.9562,391.8,392.73,391.68,392.58,391.8,392.73,MLO,,,
2012,1,40923,2012.041,393.07,393.05,392.81,392.77,393.07,393.05,MLO,,,
2012,2,40954,2012.1257,393.35,392.62,393.69,392.95,393.35,392.62,MLO,,,
2012,3,40983,2012.2049,394.36,392.8,394.71,393.13,394.36,392.8,MLO,,,
2012,4,41014,2012.2896,396.43,393.63,396.15,393.33,396.43,393.63,MLO,,,
2012,5,41044,2012.3716,396.87,393.52,396.88,393.53,396.87,393.52,MLO,,,
2012,6,41075,2012.4563,395.88,393.37,396.24,393.75,395.88,393.37,MLO,,,
2012,7,41105,2012.5383,394.52,393.73,394.73,393.97,394.52,393.73,MLO,,,
2012,8,41136,2012.623,392.54,394.06,392.64,394.21,392.54,394.06,MLO,,,
2012,9,41167,2012.7077,391.12,394.58,390.97,394.45,391.12,394.58,MLO,,,
2012,10,41197,2012.7896,391.01,394.58,391.13,394.69,391.01,394.58,MLO,,,
2012,11,41228,2012.8743,392.95,395.19,392.71,394.93,392.95,395.19,MLO,,,
2012,12,41258,2012.9563,394.34,395.26,394.26,395.16,394.34,395.26,MLO,,,
2013,1,41289,2013.0411,395.61,395.58,395.44,395.4,395.61,395.58,MLO,,,
2013,2,41320,2013.126,396.85,396.11,396.37,395.62,396.85,396.11,MLO,,,
2013,3,41348,2013.2027,397.26,395.72,397.38,395.82,397.26,395.72,MLO,,,
2013,4,41379,2013.2877,398.35,395.57,398.84,396.03,398.35,395.57,MLO,,,
2013,5,41409,2013.3699,399.98,396.62,399.59,396.23,399.98,396.62,MLO,,,
2013,6,41440,2013.4548,398.87,396.32,398.96,396.44,398.87,396.32,MLO,,,
2013,7,41470,2013.537,397.37,396.54,397.42,396.63,397.37,396.54,MLO,,,
2013,8,41501,2013.6219,395.41,396.91,395.28,396.82,395.41,396.91,MLO,,,
2013,9,41532,2013.7068,393.39,396.85,393.54,397.01,393.39,396.85,MLO,,,
2013,10,41562,2013.789,393.7,397.29,393.62,397.19,393.7,397.29,MLO,,,
2013,11,41593,2013.874,395.19,397.45,395.14,397.37,395.19,397.45,MLO,,,
2013,12,41623,2013.9562,396.82,397.75,396.63,397.54,396.82,397.75,MLO,,,
2014,1,41654,2014.0411,397.93,397.9,397.75,397.71,397.93,397.9,MLO,,,
2014,2,41685,2014.126,398.1,397.37,398.63,397.88,398.1,397.37,MLO,,,
2014,3,41713,2014.2027,399.47,397.93,399.59,398.03,399.47,397.93,MLO,,,
2014,4,41744,2014.2877,401.33,398.54,401.01,398.2,401.33,398.54,MLO,,,
2014,5,41774,2014.3699,401.88,398.51,401.72,398.35,401.88,398.51,MLO,,,
2014,6,41805,2014.4548,401.31,398.75,401.04,398.51,401.31,398.75,MLO,,,
2014,7,41835,2014.537,399.07,398.24,399.47,398.67,399.07,398.24,MLO,,,
2014,8,41866,2014.6219,397.21,398.72,397.29,398.83,397.21,398.72,MLO,,,
2014,9,41897,2014.7068,395.4,398.87,395.51,399,395.4,398.87,MLO,,,
2014,10,41927,2014.789,395.65,399.25,395.58,399.17,395.65,399.25,MLO,,,
2014,11,41958,2014.874,397.22,399.49,397.11,399.34,397.22,399.49,MLO,,,
2014,12,41988,2014.9562,398.79,399.72,398.6,399.52,398.79,399.72,MLO,,,
2015,1,42019,2015.0411,399.85,399.82,399.74,399.7,399.85,399.82,MLO,,,
2015,2,42050,2015.126,400.31,399.57,400.64,399.89,400.31,399.57,MLO,,,
2015,3,42078,2015.2027,401.51,399.96,401.63,400.06,401.51,399.96,MLO,,,
2015,4,42109,2015.2877,403.45,400.65,403.09,400.27,403.45,400.65,MLO,,,
2015,5,42139,2015.3699,404.1,400.72,403.86,400.48,404.1,400.72,MLO,,,
2015,6,42170,2015.4548,402.88,400.31,403.25,400.72,402.88,400.31,MLO,,,
2015,7,42200,2015.537,401.61,400.78,401.76,400.96,401.61,400.78,MLO,,,
2015,8,42231,2015.6219,399,400.51,399.69,401.24,399,400.51,MLO,,,
2015,9,42262,2015.7068,397.5,400.98,398.04,401.54,397.5,400.98,MLO,,,
2015,10,42292,2015.789,398.28,401.9,398.25,401.85,398.28,401.9,MLO,,,
2015,11,42323,2015.874,400.24,402.51,399.92,402.17,400.24,402.51,MLO,,,
2015,12,42353,2015.9562,401.89,402.83,401.57,402.49,401.89,402.83,MLO,,,
2016,1,42384,2016.041,402.65,402.62,402.85,402.81,402.65,402.62,MLO,,,
2016,2,42415,2016.1257,404.16,403.42,403.87,403.12,404.16,403.42,MLO,,,
2016,3,42444,2016.2049,404.85,403.27,404.99,403.39,404.85,403.27,MLO,,,
2016,4,42475,2016.2896,407.57,404.73,406.53,403.67,407.57,404.73,MLO,,,
2016,5,42505,2016.3716,407.66,404.26,407.31,403.92,407.66,404.26,MLO,,,
2016,6,42536,2016.4563,407,404.46,406.68,404.16,407,404.46,MLO,,,
2016,7,42566,2016.5383,404.5,403.7,405.15,404.38,404.5,403.7,MLO,,,
2016,8,42597,2016.623,402.24,403.79,403.01,404.6,402.24,403.79,MLO,,,
2016,9,42628,2016.7077,401.01,404.52,401.3,404.82,401.01,404.52,MLO,,,
2016,10,42658,2016.7896,401.5,405.12,401.42,405.03,401.5,405.12,MLO,,,
2016,11,42689,2016.8743,403.64,405.91,402.99,405.24,403.64,405.91,MLO,,,
2016,12,42719,2016.9563,404.55,405.49,404.51,405.43,404.55,405.49,MLO,,,
2017,1,42750,2017.0411,406.07,406.05,405.66,405.62,406.07,406.05,MLO,,,
2017,2,42781,2017.126,406.64,405.9,406.55,405.8,406.64,405.9,MLO,,,
2017,3,42809,2017.2027,407.06,405.5,407.53,405.95,407.06,405.5,MLO,,,
2017,4,42840,2017.2877,408.95,406.13,408.96,406.12,408.95,406.13,MLO,,,
2017,5,42870,2017.3699,409.91,406.5,409.69,406.29,409.91,406.5,MLO,,,
2017,6,42901,2017.4548,409.12,406.54,409.01,406.46,409.12,406.54,MLO,,,
2017,7,42931,2017.537,407.2,406.36,407.43,406.62,407.2,406.36,MLO,,,
2017,8,42962,2017.6219,405.24,406.76,405.23,406.79,405.24,406.76,MLO,,,
2017,9,42993,2017.7068,403.27,406.77,403.45,406.97,403.27,406.77,MLO,,,
2017,10,43023,2017.789,403.64,407.27,403.52,407.14,403.64,407.27,MLO,,,
2017,11,43054,2017.874,405.17,407.46,,,405.17,407.46,MLO,,,
2017,12,43084,2017.9562,,,,,,,MLO,,,
1974,1,27044,1974.0411,,,,,,,CHR,,,
1974,2,27075,1974.126,,,,,,,CHR,,,
1974,3,27103,1974.2027,,,,,,,CHR,,,
1974,4,27134,1974.2877,,,,,,,CHR,,,
1974,5,27164,1974.3699,,,,,,,CHR,,,
1974,6,27195,1974.4548,,,,,,,CHR,,,
1974,7,27225,1974.537,,,,,,,CHR,,,
1974,8,27256,1974.6219,,,,,,,CHR,,,
1974,9,27287,1974.7068,,,,,,,CHR,,,
1974,10,27317,1974.789,,,,,,,CHR,,,
1974,11,27348,1974.874,,,,,,,CHR,,,
1974,12,27378,1974.9562,331.25,331.78,330.73,331.23,331.25,331.78,CHR,,,
1975,1,27409,1975.0411,331.92,331.76,331.5,331.34,331.92,331.76,CHR,,,
1975,2,27440,1975.126,331.91,331.54,331.83,331.44,331.91,331.54,CHR,,,
1975,3,27468,1975.2027,331.92,330.9,332.57,331.55,331.92,330.9,CHR,,,
1975,4,27499,1975.2877,332.54,330.99,333.21,331.67,332.54,330.99,CHR,,,
1975,5,27529,1975.3699,332.29,331.29,332.8,331.81,332.29,331.29,CHR,,,
1975,6,27560,1975.4548,,,332.44,331.96,332.44,331.96,CHR,,,
1975,7,27590,1975.537,332.06,331.83,332.32,332.1,332.06,331.83,CHR,,,
1975,8,27621,1975.6219,331.26,331.81,331.68,332.25,331.26,331.81,CHR,,,
1975,9,27652,1975.7068,331.58,332.74,331.22,332.38,331.58,332.74,CHR,,,
1975,10,27682,1975.789,332.26,333.57,331.18,332.49,332.26,333.57,CHR,,,
1975,11,27713,1975.874,332.51,333.74,331.35,332.57,332.51,333.74,CHR,,,
1975,12,27743,1975.9562,332.63,333.15,332.12,332.63,332.63,333.15,CHR,,,
1976,1,27774,1976.041,332.84,332.69,332.83,332.67,332.84,332.69,CHR,,,
1976,2,27805,1976.1257,332.25,331.87,333.09,332.7,332.25,331.87,CHR,,,
1976,3,27834,1976.2049,333.06,332.03,333.78,332.74,333.06,332.03,CHR,,,
1976,4,27865,1976.2896,,,334.31,332.78,334.31,332.78,CHR,,,
1976,5,27895,1976.3716,,,333.79,332.82,333.79,332.82,CHR,,,
1976,6,27926,1976.4563,,,333.35,332.87,333.35,332.87,CHR,,,
1976,7,27956,1976.5383,,,333.14,332.93,333.14,332.93,CHR,,,
1976,8,27987,1976.623,,,332.41,332.99,332.41,332.99,CHR,,,
1976,9,28018,1976.7077,,,331.9,333.07,331.9,333.07,CHR,,,
1976,10,28048,1976.7896,,,331.84,333.15,331.84,333.15,CHR,,,
1976,11,28079,1976.8743,,,332.03,333.25,332.03,333.25,CHR,,,
1976,12,28109,1976.9563,332.62,333.14,332.85,333.35,332.62,333.14,CHR,,,
1977,1,28140,1977.0411,333,332.85,333.63,333.47,333,332.85,CHR,,,
1977,2,28171,1977.126,333.43,333.05,334,333.61,333.43,333.05,CHR,,,
1977,3,28199,1977.2027,335.04,334.03,334.76,333.74,335.04,334.03,CHR,,,
1977,4,28230,1977.2877,335.98,334.43,335.42,333.88,335.98,334.43,CHR,,,
1977,5,28260,1977.3699,335.51,334.51,335.01,334.02,335.51,334.51,CHR,,,
1977,6,28291,1977.4548,334.85,334.36,334.63,334.15,334.85,334.36,CHR,,,
1977,7,28321,1977.537,334.65,334.42,334.49,334.26,334.65,334.42,CHR,,,
1977,8,28352,1977.6219,333.7,334.25,333.81,334.38,333.7,334.25,CHR,,,
1977,9,28383,1977.7068,333.46,334.62,333.32,334.48,333.46,334.62,CHR,,,
1977,10,28413,1977.789,333.49,334.8,333.27,334.58,333.49,334.8,CHR,,,
1977,11,28444,1977.874,333.46,334.69,333.46,334.68,333.46,334.69,CHR,,,
1977,12,28474,1977.9562,334.15,334.68,334.27,334.77,334.15,334.68,CHR,,,
1978,1,28505,1978.0411,335.09,334.93,335.03,334.87,335.09,334.93,CHR,,,
1978,2,28536,1978.126,335.57,335.19,335.36,334.98,335.57,335.19,CHR,,,
